"GHO","PUBLISHSTATE","YEAR","REGION","UNREGION","COUNTRY","SEX","Display Value","Numeric","Low","High","Comments"
"NCDMORT3070","PUBLISHED","2016","","432","","MLE","25.1","25.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","","432","","BTSX","22.2","22.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","","722","","FMLE","19.6","19.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","","722","","MLE","24.8","24.80000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","","722","","BTSX","22.1","22.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","","722","","FMLE","17.6","17.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","","722","","MLE","22.7","22.70000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","","722","","BTSX","20.1","20.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","","722","","FMLE","16.7","16.70000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","","722","","MLE","21.8","21.80000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","","722","","BTSX","19.2","19.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","","722","","FMLE","16.3","16.30000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","","722","","MLE","21.7","21.70000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","","722","","BTSX","19.0","19.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","","722","","FMLE","16.2","16.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","","722","","MLE","21.4","21.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","","722","","BTSX","18.8","18.80000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","","9","","FMLE","13.1","13.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","","9","","MLE","19.2","19.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","","9","","BTSX","16.2","16.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","","9","","FMLE","11.8","11.80000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","","9","","MLE","17.0","17.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","","9","","BTSX","14.4","14.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","","9","","FMLE","10.7","10.70000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","","9","","MLE","15.3","15.30000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","","9","","BTSX","13.0","13.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","","9","","FMLE","10.4","10.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","","9","","MLE","14.8","14.80000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","","9","","BTSX","12.6","12.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","","9","","FMLE","10.3","10.30000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","","9","","MLE","14.6","14.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","","9","","BTSX","12.4","12.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","","15","","FMLE","21.5","21.50000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","","15","","MLE","27.8","27.80000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","","15","","BTSX","24.6","24.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","","15","","FMLE","20.6","20.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","","15","","MLE","26.5","26.50000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","","15","","BTSX","23.5","23.50000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","","15","","FMLE","19.7","19.70000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","","15","","MLE","25.1","25.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","","15","","BTSX","22.3","22.30000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","","15","","FMLE","19.2","19.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","","15","","MLE","24.3","24.30000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","","15","","BTSX","21.8","21.80000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","","15","","FMLE","18.8","18.80000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","","15","","MLE","24.0","24.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","","15","","BTSX","21.4","21.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","","21","","FMLE","14.2","14.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","","21","","MLE","21.2","21.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","","21","","BTSX","17.6","17.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","","21","","FMLE","12.7","12.70000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","","21","","MLE","18.8","18.80000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","","21","","BTSX","15.7","15.70000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","","21","","FMLE","11.4","11.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","","21","","MLE","17.0","17.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","","21","","BTSX","14.1","14.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","","21","","FMLE","11.2","11.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","","21","","MLE","16.6","16.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","","21","","BTSX","13.9","13.90000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","","21","","FMLE","11.4","11.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","","21","","MLE","16.9","16.90000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","","21","","BTSX","14.1","14.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","","30","","FMLE","16.3","16.30000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","","30","","MLE","23.4","23.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","","30","","BTSX","20.0","20.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","","30","","FMLE","14.6","14.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","","30","","MLE","20.7","20.70000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","","30","","BTSX","17.7","17.70000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","","30","","FMLE","13.6","13.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","","30","","MLE","19.8","19.80000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","","30","","BTSX","16.8","16.80000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","","30","","FMLE","13.1","13.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","","30","","MLE","19.1","19.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","","30","","BTSX","16.2","16.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","","30","","FMLE","12.9","12.90000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","","30","","MLE","18.8","18.80000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","","30","","BTSX","15.9","15.90000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","","34","","FMLE","41.4","41.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","","34","","MLE","49.2","49.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","","34","","BTSX","45.4","45.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","","34","","FMLE","39.7","39.70000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","","34","","MLE","47.1","47.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","","34","","BTSX","43.6","43.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","","34","","FMLE","37.9","37.90000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","","34","","MLE","46.0","46.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","","34","","BTSX","42.1","42.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","","34","","FMLE","36.0","36.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","","34","","MLE","45.3","45.30000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","","34","","BTSX","40.8","40.80000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","","34","","FMLE","35.7","35.70000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","","34","","MLE","45.1","45.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","","34","","BTSX","40.6","40.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","","35","","FMLE","36.8","36.80000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","","35","","MLE","47.1","47.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","","35","","BTSX","41.9","41.90000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","","35","","FMLE","36.0","36.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","","35","","MLE","48.1","48.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","","35","","BTSX","42.0","42.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","","35","","FMLE","34.6","34.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","","35","","MLE","47.5","47.50000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","","35","","BTSX","41.1","41.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","","35","","FMLE","33.2","33.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","","35","","MLE","46.4","46.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","","35","","BTSX","39.8","39.80000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","","35","","FMLE","32.8","32.80000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","","35","","MLE","46.2","46.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","","35","","BTSX","39.6","39.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","","53","","FMLE","10.5","10.50000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","","53","","MLE","16.6","16.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","","53","","BTSX","13.6","13.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","","53","","FMLE","9.2","9.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","","53","","MLE","14.2","14.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","","53","","BTSX","11.7","11.70000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","","53","","FMLE","8.1","8.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","","53","","MLE","12.4","12.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","","53","","BTSX","10.3","10.30000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","","53","","FMLE","7.6","7.60000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","","53","","MLE","11.4","11.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","","53","","BTSX","9.5","9.50000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","","53","","FMLE","7.4","7.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","","53","","MLE","11.1","11.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","","53","","BTSX","9.3","9.30000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","","62","","FMLE","23.5","23.50000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","","62","","MLE","29.1","29.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","","62","","BTSX","26.4","26.40000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","","62","","FMLE","22.5","22.50000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","","62","","MLE","27.8","27.80000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2005","","62","","BTSX","25.2","25.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","","62","","FMLE","21.2","21.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","","62","","MLE","26.8","26.80000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2010","","62","","BTSX","24.0","24.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","","62","","FMLE","20.0","20.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","","62","","MLE","26.2","26.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2015","","62","","BTSX","23.2","23.20000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","","62","","FMLE","19.8","19.80000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","","62","","MLE","26.1","26.10000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2016","","62","","BTSX","23.0","23.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"NCDMORT3070","PUBLISHED","2000","","143","","FMLE","25.8","25.80000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
