"GHO","PUBLISHSTATE","YEAR","REGION","UNREGION","WORLDBANKINCOMEGROUP","COUNTRY","AGEGROUP","SEX","Display Value","Numeric","Low","High","Comments"
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_UMI","GNQ","YEARS40-49","FMLE","11.3","11.30000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_UMI","GNQ","YEARS40-49","MLE","31.9","31.90000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_UMI","GNQ","YEARS50-59","BTSX","30.3","30.30000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_UMI","GNQ","YEARS50-59","FMLE","16.1","16.10000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_UMI","GNQ","YEARS50-59","MLE","42.7","42.70000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_UMI","GNQ","YEARS60-69","BTSX","41.4","41.40000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_UMI","GNQ","YEARS60-69","FMLE","23.2","23.20000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_UMI","GNQ","YEARS60-69","MLE","59.0","59.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_UMI","GNQ","YEARS70-79","BTSX","68.1","68.10000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_UMI","GNQ","YEARS70-79","FMLE","31.1","31.10000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_UMI","GNQ","YEARS70-79","MLE","106.8","106.80000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_UMI","GNQ","YEARS80PLUS","BTSX","95.4","95.40000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_UMI","GNQ","YEARS80PLUS","FMLE","31.7","31.70000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_UMI","GNQ","YEARS80PLUS","MLE","171.8","171.80000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","GRC","YEARS10-19","BTSX","0.7","0.70000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","GRC","YEARS10-19","FMLE","0.3","0.30000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","GRC","YEARS10-19","MLE","1.1","1.10000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","GRC","YEARS20-29","BTSX","4.0","4.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","GRC","YEARS20-29","FMLE","1.5","1.50000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","GRC","YEARS20-29","MLE","6.3","6.30000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","GRC","YEARS30-39","BTSX","4.3","4.30000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","GRC","YEARS30-39","FMLE","2.4","2.40000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","GRC","YEARS30-39","MLE","6.1","6.10000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","GRC","YEARS40-49","BTSX","6.4","6.40000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","GRC","YEARS40-49","FMLE","2.5","2.50000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","GRC","YEARS40-49","MLE","10.3","10.30000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","GRC","YEARS50-59","BTSX","7.5","7.50000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","GRC","YEARS50-59","FMLE","2.8","2.80000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","GRC","YEARS50-59","MLE","12.3","12.30000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","GRC","YEARS60-69","BTSX","7.1","7.10000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","GRC","YEARS60-69","FMLE","3.0","3.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","GRC","YEARS60-69","MLE","11.7","11.70000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","GRC","YEARS70-79","BTSX","6.4","6.40000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","GRC","YEARS70-79","FMLE","1.8","1.80000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","GRC","YEARS70-79","MLE","12.0","12.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","GRC","YEARS80PLUS","BTSX","7.2","7.20000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","GRC","YEARS80PLUS","FMLE","2.4","2.40000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","GRC","YEARS80PLUS","MLE","14.3","14.30000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GRD","YEARS10-19","BTSX","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GRD","YEARS10-19","FMLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GRD","YEARS10-19","MLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GRD","YEARS20-29","BTSX","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GRD","YEARS20-29","FMLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GRD","YEARS20-29","MLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GRD","YEARS30-39","BTSX","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GRD","YEARS30-39","FMLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GRD","YEARS30-39","MLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GRD","YEARS40-49","BTSX","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GRD","YEARS40-49","FMLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GRD","YEARS40-49","MLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GRD","YEARS50-59","BTSX","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GRD","YEARS50-59","FMLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GRD","YEARS50-59","MLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GRD","YEARS60-69","BTSX","14.3","14.30000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GRD","YEARS60-69","FMLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GRD","YEARS60-69","MLE","29.4","29.40000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GRD","YEARS70-79","BTSX","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GRD","YEARS70-79","FMLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GRD","YEARS70-79","MLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GRD","YEARS80PLUS","BTSX","51.6","51.60000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GRD","YEARS80PLUS","FMLE","79.1","79.10000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GRD","YEARS80PLUS","MLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","GTM","YEARS10-19","BTSX","3.1","3.10000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","GTM","YEARS10-19","FMLE","3.6","3.60000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","GTM","YEARS10-19","MLE","2.6","2.60000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","GTM","YEARS20-29","BTSX","4.3","4.30000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","GTM","YEARS20-29","FMLE","2.6","2.60000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","GTM","YEARS20-29","MLE","5.9","5.90000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","GTM","YEARS30-39","BTSX","3.2","3.20000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","GTM","YEARS30-39","FMLE","1.5","1.50000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","GTM","YEARS30-39","MLE","5.1","5.10000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","GTM","YEARS40-49","BTSX","3.5","3.50000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","GTM","YEARS40-49","FMLE","0.9","0.90000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","GTM","YEARS40-49","MLE","6.5","6.50000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","GTM","YEARS50-59","BTSX","3.1","3.10000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","GTM","YEARS50-59","FMLE","1.0","1.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","GTM","YEARS50-59","MLE","5.6","5.60000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","GTM","YEARS60-69","BTSX","4.1","4.10000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","GTM","YEARS60-69","FMLE","1.1","1.10000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","GTM","YEARS60-69","MLE","7.8","7.80000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","GTM","YEARS70-79","BTSX","2.8","2.80000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","GTM","YEARS70-79","FMLE","0.8","0.80000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","GTM","YEARS70-79","MLE","5.3","5.30000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","GTM","YEARS80PLUS","BTSX","7.4","7.40000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","GTM","YEARS80PLUS","FMLE","8.0","8.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","GTM","YEARS80PLUS","MLE","6.6","6.60000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GUY","YEARS10-19","BTSX","18.3","18.30000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GUY","YEARS10-19","FMLE","18.4","18.40000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GUY","YEARS10-19","MLE","18.2","18.20000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GUY","YEARS20-29","BTSX","38.0","38.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GUY","YEARS20-29","FMLE","19.3","19.30000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GUY","YEARS20-29","MLE","56.0","56.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GUY","YEARS30-39","BTSX","40.0","40.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GUY","YEARS30-39","FMLE","15.0","15.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GUY","YEARS30-39","MLE","66.2","66.20000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GUY","YEARS40-49","BTSX","54.8","54.80000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GUY","YEARS40-49","FMLE","21.8","21.80000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GUY","YEARS40-49","MLE","86.5","86.50000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GUY","YEARS50-59","BTSX","46.6","46.60000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GUY","YEARS50-59","FMLE","19.1","19.10000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GUY","YEARS50-59","MLE","73.8","73.80000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GUY","YEARS60-69","BTSX","31.7","31.70000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GUY","YEARS60-69","FMLE","13.2","13.20000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GUY","YEARS60-69","MLE","52.1","52.10000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GUY","YEARS70-79","BTSX","29.8","29.80000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GUY","YEARS70-79","FMLE","9.9","9.90000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GUY","YEARS70-79","MLE","53.6","53.60000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GUY","YEARS80PLUS","BTSX","38.6","38.60000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GUY","YEARS80PLUS","FMLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_UMI","GUY","YEARS80PLUS","MLE","91.4","91.40000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","HND","YEARS10-19","BTSX","1.3","1.30000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","HND","YEARS10-19","FMLE","1.1","1.10000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","HND","YEARS10-19","MLE","1.5","1.50000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","HND","YEARS20-29","BTSX","4.0","4.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","HND","YEARS20-29","FMLE","2.2","2.20000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","HND","YEARS20-29","MLE","5.7","5.70000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","HND","YEARS30-39","BTSX","4.5","4.50000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","HND","YEARS30-39","FMLE","1.9","1.90000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","HND","YEARS30-39","MLE","7.2","7.20000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","HND","YEARS40-49","BTSX","4.4","4.40000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","HND","YEARS40-49","FMLE","1.9","1.90000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","HND","YEARS40-49","MLE","7.1","7.10000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","HND","YEARS50-59","BTSX","5.4","5.40000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","HND","YEARS50-59","FMLE","2.6","2.60000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","HND","YEARS50-59","MLE","8.5","8.50000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","HND","YEARS60-69","BTSX","4.9","4.90000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","HND","YEARS60-69","FMLE","1.9","1.90000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","HND","YEARS60-69","MLE","8.4","8.40000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","HND","YEARS70-79","BTSX","5.3","5.30000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","HND","YEARS70-79","FMLE","3.3","3.30000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","HND","YEARS70-79","MLE","7.8","7.80000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","HND","YEARS80PLUS","BTSX","15.8","15.80000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","HND","YEARS80PLUS","FMLE","7.2","7.20000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","HND","YEARS80PLUS","MLE","27.9","27.90000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_UMI","HRV","YEARS10-19","BTSX","3.4","3.40000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_UMI","HRV","YEARS10-19","FMLE","0.9","0.90000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_UMI","HRV","YEARS10-19","MLE","5.8","5.80000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_UMI","HRV","YEARS20-29","BTSX","8.9","8.90000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_UMI","HRV","YEARS20-29","FMLE","2.8","2.80000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_UMI","HRV","YEARS20-29","MLE","14.7","14.70000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_UMI","HRV","YEARS30-39","BTSX","12.1","12.10000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_UMI","HRV","YEARS30-39","FMLE","3.9","3.90000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_UMI","HRV","YEARS30-39","MLE","20.2","20.20000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_UMI","HRV","YEARS40-49","BTSX","17.0","17.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_UMI","HRV","YEARS40-49","FMLE","10.2","10.20000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_UMI","HRV","YEARS40-49","MLE","23.7","23.70000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_UMI","HRV","YEARS50-59","BTSX","22.2","22.20000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_UMI","HRV","YEARS50-59","FMLE","8.1","8.10000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_UMI","HRV","YEARS50-59","MLE","37.0","37.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_UMI","HRV","YEARS60-69","BTSX","25.5","25.50000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_UMI","HRV","YEARS60-69","FMLE","14.0","14.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_UMI","HRV","YEARS60-69","MLE","38.6","38.60000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_UMI","HRV","YEARS70-79","BTSX","30.7","30.70000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_UMI","HRV","YEARS70-79","FMLE","15.6","15.60000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_UMI","HRV","YEARS70-79","MLE","52.9","52.90000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_UMI","HRV","YEARS80PLUS","BTSX","40.9","40.90000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_UMI","HRV","YEARS80PLUS","FMLE","17.6","17.60000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_UMI","HRV","YEARS80PLUS","MLE","91.5","91.50000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LI","HTI","YEARS10-19","BTSX","9.7","9.70000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LI","HTI","YEARS10-19","FMLE","9.1","9.10000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LI","HTI","YEARS10-19","MLE","10.4","10.40000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LI","HTI","YEARS20-29","BTSX","21.5","21.50000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LI","HTI","YEARS20-29","FMLE","11.6","11.60000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LI","HTI","YEARS20-29","MLE","31.5","31.50000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LI","HTI","YEARS30-39","BTSX","18.8","18.80000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LI","HTI","YEARS30-39","FMLE","7.8","7.80000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LI","HTI","YEARS30-39","MLE","30.3","30.30000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LI","HTI","YEARS40-49","BTSX","13.6","13.60000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LI","HTI","YEARS40-49","FMLE","5.6","5.60000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LI","HTI","YEARS40-49","MLE","22.3","22.30000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LI","HTI","YEARS50-59","BTSX","10.7","10.70000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LI","HTI","YEARS50-59","FMLE","4.4","4.40000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LI","HTI","YEARS50-59","MLE","17.5","17.50000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LI","HTI","YEARS60-69","BTSX","11.6","11.60000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LI","HTI","YEARS60-69","FMLE","4.9","4.90000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LI","HTI","YEARS60-69","MLE","19.3","19.30000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LI","HTI","YEARS70-79","BTSX","12.7","12.70000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LI","HTI","YEARS70-79","FMLE","6.4","6.40000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LI","HTI","YEARS70-79","MLE","20.6","20.60000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LI","HTI","YEARS80PLUS","BTSX","15.0","15.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LI","HTI","YEARS80PLUS","FMLE","8.3","8.30000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LI","HTI","YEARS80PLUS","MLE","24.7","24.70000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","HUN","YEARS10-19","BTSX","2.7","2.70000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","HUN","YEARS10-19","FMLE","1.3","1.30000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","HUN","YEARS10-19","MLE","4.1","4.10000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","HUN","YEARS20-29","BTSX","8.9","8.90000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","HUN","YEARS20-29","FMLE","3.5","3.50000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","HUN","YEARS20-29","MLE","14.1","14.10000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","HUN","YEARS30-39","BTSX","13.7","13.70000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","HUN","YEARS30-39","FMLE","6.0","6.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","HUN","YEARS30-39","MLE","21.2","21.20000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","HUN","YEARS40-49","BTSX","21.3","21.30000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","HUN","YEARS40-49","FMLE","9.8","9.80000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","HUN","YEARS40-49","MLE","32.7","32.70000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","HUN","YEARS50-59","BTSX","30.0","30.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","HUN","YEARS50-59","FMLE","14.2","14.20000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","HUN","YEARS50-59","MLE","47.5","47.50000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","HUN","YEARS60-69","BTSX","28.1","28.10000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","HUN","YEARS60-69","FMLE","12.2","12.20000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","HUN","YEARS60-69","MLE","48.3","48.30000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","HUN","YEARS70-79","BTSX","37.3","37.30000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","HUN","YEARS70-79","FMLE","19.0","19.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","HUN","YEARS70-79","MLE","67.5","67.50000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","HUN","YEARS80PLUS","BTSX","47.4","47.40000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","HUN","YEARS80PLUS","FMLE","25.9","25.90000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","HUN","YEARS80PLUS","MLE","99.3","99.30000","","",""
"SDGSUICIDE","PUBLISHED","2016","SEAR","","WB_LMI","IDN","YEARS10-19","BTSX","2.0","2.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","SEAR","","WB_LMI","IDN","YEARS10-19","FMLE","1.3","1.30000","","",""
"SDGSUICIDE","PUBLISHED","2016","SEAR","","WB_LMI","IDN","YEARS10-19","MLE","2.7","2.70000","","",""
"SDGSUICIDE","PUBLISHED","2016","SEAR","","WB_LMI","IDN","YEARS20-29","BTSX","5.1","5.10000","","",""
"SDGSUICIDE","PUBLISHED","2016","SEAR","","WB_LMI","IDN","YEARS20-29","FMLE","2.6","2.60000","","",""
"SDGSUICIDE","PUBLISHED","2016","SEAR","","WB_LMI","IDN","YEARS20-29","MLE","7.4","7.40000","","",""
"SDGSUICIDE","PUBLISHED","2016","SEAR","","WB_LMI","IDN","YEARS30-39","BTSX","3.6","3.60000","","",""
"SDGSUICIDE","PUBLISHED","2016","SEAR","","WB_LMI","IDN","YEARS30-39","FMLE","2.2","2.20000","","",""
"SDGSUICIDE","PUBLISHED","2016","SEAR","","WB_LMI","IDN","YEARS30-39","MLE","4.9","4.90000","","",""
"SDGSUICIDE","PUBLISHED","2016","SEAR","","WB_LMI","IDN","YEARS40-49","BTSX","4.5","4.50000","","",""
"SDGSUICIDE","PUBLISHED","2016","SEAR","","WB_LMI","IDN","YEARS40-49","FMLE","2.6","2.60000","","",""
"SDGSUICIDE","PUBLISHED","2016","SEAR","","WB_LMI","IDN","YEARS40-49","MLE","6.4","6.40000","","",""
